Account_id,Customer_id,Account_type,Balance,Opened_date
128,786,Savings,44776.66,11/16/21
129,3179,Savings,46476.54,11/25/23
130,2278,Checking,33641.62,03/03/20
131,2661,Checking,7913.12,05/24/24
132,344,Checking,39007.97,12/06/21
133,1472,Checking,16248.44,07/13/23
134,3301,Savings,36208,03/17/21
135,812,Checking,18081.61,08/31/23
136,2479,Checking,28138.52,10/14/24
137,2683,Checking,11192.5,11/07/20
138,1518,Checking,34104.01,10/11/24
139,2145,Savings,3412.5,10/08/24
140,2034,Savings,24152.13,10/31/24
141,2745,Savings,42884.6,01/26/24
142,941,Savings,18695.15,01/26/21
143,2057,Checking,20477.38,05/12/20
144,2539,Savings,13474.98,10/21/23
145,1072,Checking,40176.13,05/27/23
146,630,Checking,44414.56,01/23/23
147,1538,Checking,36486.72,06/16/23
148,2679,Checking,31138.19,03/30/23
149,1004,Checking,43462.27,10/20/21
150,1431,Checking,26199.29,12/16/22
151,2554,Checking,39805.24,03/03/20
152,1783,Savings,26065.6,02/13/21
153,1695,Checking,38021.95,12/25/21
154,1281,Checking,32573.28,06/13/23
155,2552,Savings,42078.48,08/13/20
156,3214,Checking,2107.45,06/22/21
157,1614,Savings,9149.13,07/27/20
158,2243,Savings,21849.02,02/07/24
159,1239,Checking,19798.16,11/14/22
160,28,Checking,1925.67,01/29/22
161,2410,Checking,6600.49,01/17/24
162,389,Checking,10854.23,08/19/22
163,3078,Checking,44736.74,07/26/20
164,3160,Savings,18995.1,04/28/21
165,2652,Checking,7072.74,07/04/24
166,2184,Checking,15922.76,04/27/23
167,2967,Savings,33064.88,11/19/23
168,2189,Savings,29499.74,08/01/23
169,738,Checking,33994.2,10/18/22
170,2264,Checking,34078.04,03/02/21
171,55,Checking,2394.02,06/04/24
172,2869,Checking,26533.32,05/30/23
173,2354,Savings,13807.98,11/30/21
174,441,Savings,43823.51,03/31/20
175,2712,Checking,10616.97,10/27/20
176,627,Checking,49411.86,05/24/24
177,450,Checking,16179.72,05/14/24
178,53,Checking,14259.75,09/19/24
179,1262,Checking,25517.25,06/13/23
180,1106,Checking,9463.29,07/28/21
181,1854,Checking,17550.05,01/01/24
182,2648,Savings,38417.97,12/01/24
183,233,Savings,36128.44,07/12/21
184,392,Checking,39827.11,09/06/23
185,725,Savings,36909.22,04/16/21
186,1356,Savings,32010.47,10/29/22
187,163,Checking,26200.12,04/06/21
188,2919,Checking,20475.57,10/15/24
189,2400,Checking,16553.37,05/02/22
190,1858,Savings,37736.83,03/05/21
191,2890,Savings,9031.36,02/05/20
192,3370,Savings,32586.62,12/03/19
193,2339,Savings,9610.59,03/29/22
194,542,Checking,2972.12,12/13/20
195,2860,Savings,46376.16,11/03/24
196,449,Savings,28160.26,06/07/23
197,3230,Checking,48288.73,11/01/23
198,1161,Checking,18456.66,06/28/20
199,411,Savings,43100.39,02/05/20
200,1563,Savings,33619.11,09/19/20
201,3001,Savings,35118.28,08/05/22
202,3393,Savings,44765.01,09/13/23
203,3036,Savings,2498.64,01/05/23
204,872,Savings,33293.96,04/28/21
205,408,Checking,30615.21,05/17/22
206,154,Savings,12599.48,08/13/20
207,2709,Checking,20538.75,05/15/21
208,2029,Checking,2785.63,05/28/23
209,3316,Checking,8380.41,04/05/22
210,2833,Checking,11512.15,08/02/23
211,2412,Savings,36220.95,10/30/20
212,1710,Savings,25745.7,01/23/21
213,2193,Savings,30945.92,02/09/21
214,582,Savings,3289.53,01/21/23
215,1913,Savings,46482.74,03/17/23
216,321,Checking,39738.55,05/14/22
217,1724,Checking,11288.69,12/08/20
218,1715,Savings,25495.08,02/06/22
219,2613,Savings,30282.13,06/18/20
220,1242,Checking,44185.07,01/11/22
221,2940,Savings,30083.71,07/18/20
222,1576,Savings,5921,08/31/21
223,391,Savings,20917.5,06/02/22
224,2278,Checking,20033.7,01/23/20
225,1863,Checking,43425.59,06/02/24
226,3204,Checking,27951.34,01/02/23
227,831,Savings,10692.63,04/05/21
228,1955,Savings,40872.33,01/07/24
229,1016,Savings,48291.85,02/21/21
230,2150,Checking,41536.65,07/30/24
231,601,Savings,48868.6,06/29/23
232,2334,Savings,21547.47,04/20/24
233,2307,Savings,16943.47,08/20/23
234,1832,Checking,34392.29,08/26/24
235,1274,Checking,13209.32,05/26/23
236,1422,Savings,33138.94,07/20/23
237,1292,Savings,12996.01,02/01/20
238,1829,Checking,36096.67,05/02/21
239,1212,Checking,27714.81,03/14/22
240,755,Savings,43878.49,03/28/24
241,797,Savings,1058.56,08/26/23
242,255,Savings,20891.66,11/05/21
243,583,Savings,44265.87,11/14/23
244,327,Savings,7280.28,04/01/20
245,780,Checking,12893.84,02/02/20
246,2312,Savings,6386.08,08/08/22
247,1057,Checking,11597.88,02/19/20
248,1426,Checking,28643.84,02/25/24
249,683,Checking,47206.93,05/03/24
250,2785,Savings,49749.5,02/19/22
251,2356,Checking,12821.25,06/09/20
252,3037,Savings,41110.1,01/04/23
253,1826,Savings,31143,12/19/20
254,518,Checking,35983.23,08/24/24
255,3300,Checking,45366.16,08/28/24
256,1131,Savings,31176.6,12/23/23
257,2605,Checking,45702.44,05/11/23
258,481,Checking,33283.86,02/27/24
259,2154,Savings,46602,05/28/24
260,1340,Checking,32549.07,01/06/23
261,761,Savings,2359.21,03/22/23
262,3218,Checking,9868.7,11/24/20
263,1480,Checking,37954.12,03/02/24
264,1708,Savings,44453.55,04/19/22
265,1804,Savings,26713.55,11/09/24
266,302,Checking,34074.21,08/01/20
267,1367,Checking,47705.9,02/19/21
268,1541,Savings,14133.48,09/20/21
269,2374,Savings,47507,05/02/20
270,2313,Savings,13207.61,11/17/23
271,674,Checking,32648.5,01/10/22
272,445,Savings,28715.43,04/30/21
273,1870,Savings,13877.96,06/15/20
274,540,Savings,21023.05,05/05/24
275,3097,Checking,22609.31,05/17/23
276,2267,Checking,30450.37,11/28/24
277,1258,Savings,23180.93,10/15/23
278,1490,Savings,16278.75,06/22/22
279,3131,Savings,28198.01,11/13/22
280,1466,Checking,19984.13,08/26/24
281,2662,Savings,27638.66,01/20/24
282,2806,Checking,4096.14,07/06/23
283,3192,Savings,9739.77,09/17/21
284,887,Checking,30770.76,10/19/23
285,2358,Checking,21361.2,03/20/22
286,1604,Checking,8155.77,10/13/21
287,2071,Savings,2442.15,09/22/22
288,2131,Checking,35313.82,01/25/21
289,485,Savings,14215.89,08/22/20
290,864,Checking,45588.81,04/14/22
291,889,Savings,1175.22,10/03/21
292,2199,Savings,19532.1,08/20/23
293,2049,Savings,30381.64,04/14/20
294,1174,Savings,19200.95,07/20/23
295,2996,Checking,24800,05/31/24
296,2813,Checking,37559.87,06/21/20
297,2858,Checking,36306.04,04/02/23
298,1474,Savings,23447.23,06/15/24
299,1952,Checking,25727.48,09/30/23
300,1276,Savings,27773.78,01/29/20
301,923,Savings,27602.51,02/17/22
302,2443,Savings,11386.8,09/05/21
303,1326,Savings,49360.91,06/19/22
304,530,Savings,42669.17,07/16/24
305,2085,Savings,41967.99,07/26/21
306,12,Savings,34749.16,06/11/20
307,792,Checking,41771.75,07/14/20
308,921,Savings,30743.37,04/15/20
309,2928,Savings,15772.63,10/21/21
310,2318,Savings,34580.09,11/25/20
311,168,Savings,15903.42,05/16/20
312,291,Checking,49178.21,12/29/23
313,168,Savings,41234.68,12/03/19
314,1436,Savings,48503.23,01/13/23
315,129,Checking,4395.42,05/04/23
316,610,Savings,29565.76,09/16/22
317,2872,Checking,22743.44,09/13/21
318,2027,Checking,27576.99,09/26/24
319,2402,Checking,24385.43,01/29/22
320,377,Savings,33858.2,02/24/23
321,1588,Savings,20636.54,05/18/21
322,2904,Checking,1290.23,03/05/20
323,693,Savings,39648.36,03/10/22
324,177,Savings,38863.42,09/06/22
325,3257,Savings,33850.4,03/06/22
326,157,Savings,21373.54,11/23/22
327,927,Savings,37642.51,07/10/21
328,923,Checking,44292.13,08/18/22
329,1723,Savings,44880.1,10/11/23
330,308,Checking,16081.92,11/02/21
331,1629,Savings,39846.46,04/05/21
332,484,Savings,25561.11,02/27/23
333,2223,Savings,25517.22,06/02/22
334,2969,Checking,47712.02,05/12/21
335,361,Checking,19402.49,02/28/20
336,2286,Checking,21212.23,03/24/23
337,240,Savings,37621.09,07/30/20
338,2623,Checking,37249.51,09/25/23
339,1805,Checking,39294.39,11/22/23
340,2628,Savings,2656.1,06/22/23
341,1536,Checking,8951.82,01/25/21
342,102,Savings,10820.56,01/25/24
343,2393,Checking,30343.36,09/03/20
344,1533,Savings,44752.79,09/01/20
345,1266,Savings,47591.16,04/27/23
346,3209,Checking,1666.76,01/12/22
347,1815,Savings,27793.77,07/28/20
348,2465,Checking,32535.3,11/01/20
349,507,Savings,13921.92,02/24/22
350,845,Checking,16939.19,10/28/24
351,1505,Savings,9768.48,05/22/21
352,2293,Checking,17582.74,03/26/24
353,229,Checking,19313.75,10/26/24
354,3228,Checking,43777.66,10/29/23
355,536,Savings,43605.19,03/23/24
356,3142,Savings,43640.09,11/10/23
357,2301,Checking,18100.93,02/14/23
358,3192,Checking,26720.89,04/11/23
359,2310,Savings,25248.58,06/02/22
360,2092,Savings,35584.02,08/10/24
361,3035,Savings,27979.35,03/22/22
362,2608,Checking,28742.39,09/29/22
363,3215,Savings,2951.29,11/26/24
364,2361,Checking,29904.43,11/16/24
365,64,Checking,38299.48,07/13/21
366,2823,Checking,18946.66,05/25/23
367,2165,Savings,42110.2,12/18/23
368,2640,Savings,35491.7,06/25/21
369,2044,Checking,5723.8,06/30/22
370,2170,Checking,22503.67,02/06/22
371,1468,Savings,14818.1,07/20/22
372,1967,Checking,46772.13,02/04/24
373,1169,Checking,17529.95,09/21/21
374,1156,Savings,28310.42,01/23/20
375,488,Savings,22559.64,08/21/23
376,377,Checking,3519.89,04/10/22
377,499,Checking,17610.51,05/18/21
378,1989,Checking,48991.1,04/21/24
379,916,Checking,41603.16,10/17/24
380,462,Checking,42313.29,02/21/21
381,3156,Savings,44721.46,08/06/21
382,2690,Checking,44214.96,01/05/24
383,2723,Checking,48307,07/13/24
384,248,Savings,42297.71,11/06/24
385,2168,Checking,7613.56,08/19/22
386,2123,Checking,36052.82,05/06/21
387,2533,Savings,8421.48,03/28/24
388,2179,Savings,1754.3,03/17/24
389,1099,Savings,35730.46,05/11/23
390,777,Savings,1209.44,01/27/23
391,1173,Checking,8833.89,03/24/23
392,1701,Savings,37208.11,01/18/23
393,1326,Savings,15670.75,01/15/20
394,252,Savings,26048.27,12/15/20
395,2981,Savings,43365.88,01/08/20
396,1546,Savings,4364.06,07/22/23
397,2980,Checking,5255.13,06/28/20
398,913,Checking,31133.45,04/19/23
399,651,Savings,16055.91,03/19/20
400,484,Savings,13706.41,03/26/20
401,115,Checking,28138.95,08/22/22
402,2084,Savings,33434.52,08/18/24
403,665,Savings,15843.7,12/07/21
404,238,Savings,1922.05,08/07/23
405,1822,Savings,49387.26,01/27/22
406,2093,Savings,43606.97,03/02/21
407,2505,Savings,42152.11,01/28/23
408,1948,Checking,7444.13,05/07/23
409,297,Checking,29998.07,06/03/23
410,2045,Savings,2655.73,10/15/21
411,722,Savings,25115.83,06/25/21
412,3396,Checking,28833.9,03/03/23
413,261,Checking,25684.47,05/12/20
414,2970,Checking,12951.9,12/09/23
415,556,Checking,41425.34,10/19/24
416,548,Checking,28871.06,09/14/22
417,3387,Savings,14979.49,11/24/20
418,2830,Savings,6614.35,08/14/21
419,3239,Checking,20198.61,08/11/20
420,2188,Checking,19290.16,09/16/22
421,1127,Savings,16629.93,09/01/23
422,2471,Savings,27742.53,06/26/20
423,1547,Savings,25303.69,03/04/22
424,1289,Checking,20871.91,02/07/21
425,1599,Checking,30652.8,02/28/20
426,2912,Savings,33015.5,01/06/21
427,869,Checking,20504.8,06/17/21
428,943,Savings,41530.16,08/16/24
429,1037,Checking,39144.94,08/30/23
430,1431,Savings,19237.46,08/20/20
431,39,Savings,13004.43,03/11/20
432,1,Savings,4955.58,11/06/23
433,1262,Checking,23035.92,07/17/21
434,153,Savings,17727.81,02/13/24
435,84,Checking,30686.83,04/14/22
436,2095,Checking,38409.91,09/22/20
437,1536,Checking,27049.25,04/12/21
438,3299,Checking,21661.92,09/30/20
439,2668,Savings,16338.33,04/25/24
440,343,Savings,3096.82,09/09/24
441,758,Savings,44480.35,01/11/23
442,2249,Checking,19197.71,10/05/24
443,1344,Savings,32549.87,11/01/20
444,2379,Checking,4894.25,02/26/21
445,2295,Savings,19549.08,01/04/23
446,2091,Savings,13904.51,01/26/21
447,1146,Savings,18741.49,06/30/24
448,1892,Savings,9951.78,04/26/23
449,1682,Savings,45189.91,09/16/23
450,1096,Checking,30460.32,03/18/24
451,854,Savings,18848.41,11/13/23
452,3309,Checking,17714.69,07/24/22
453,1989,Savings,28433.41,09/26/24
454,2094,Savings,38858.48,06/27/22
455,111,Savings,36251.79,09/15/23
456,1048,Checking,39257.69,05/20/21
457,2101,Savings,37088.8,05/30/24
458,1602,Savings,38914.48,11/17/23
459,1836,Savings,26191.4,03/12/21
460,951,Checking,33738.09,03/05/22
461,344,Savings,19042.34,11/11/20
462,2668,Checking,14350.04,09/07/20
463,2468,Savings,41228.47,12/26/20
464,2087,Savings,1450.57,12/20/19
465,164,Checking,44650.94,12/07/20
466,1463,Savings,17713.51,10/23/21
467,1597,Savings,42712.57,05/05/24
468,305,Savings,41028.5,12/14/23
469,2773,Savings,15381.92,06/05/21
470,1734,Savings,2713.3,12/24/19
471,975,Savings,8869.2,04/29/24
472,1703,Savings,36158.83,03/13/22
473,3176,Checking,24820.21,11/28/24
474,266,Savings,27249.56,01/14/21
475,1311,Savings,3185.36,07/26/23
476,2605,Savings,6822.94,02/16/23
477,1497,Savings,38175.94,04/18/22
478,1607,Checking,15536.79,02/01/21
479,382,Savings,12065.74,08/27/22
480,3062,Savings,27302.25,12/17/23
481,1178,Savings,3406.93,10/02/21
482,499,Checking,3920.1,03/17/23
483,1117,Checking,41272.17,11/08/23
484,1934,Checking,43238.36,06/19/21
485,1972,Savings,1937.86,02/22/24
486,1254,Checking,14021.34,10/10/23
487,904,Checking,3611.03,10/30/24
488,711,Savings,36675.86,01/20/20
489,1617,Savings,42197.34,02/01/22
490,1944,Savings,29070.1,03/25/22
491,3378,Savings,33590.62,05/10/22
492,2704,Checking,42633.5,11/01/21
493,3111,Checking,8871,01/17/21
494,1618,Savings,48230.54,03/31/22
495,866,Checking,45241.81,11/09/20
496,105,Checking,4178.9,10/22/21
497,960,Savings,46500.55,04/10/21
498,2574,Checking,42210.85,06/12/20
499,898,Savings,13201.02,08/06/24
500,715,Checking,27260.25,07/10/20
501,300,Checking,6859.31,07/23/20
502,606,Savings,7652.68,05/20/22
503,1809,Savings,32877.11,12/29/19
504,1221,Savings,31250.92,03/21/23
505,1327,Checking,28019.98,11/02/23
506,2468,Savings,41135.8,11/27/21
507,1266,Savings,3988.5,12/14/19
508,2091,Checking,34823.37,09/01/22
509,1041,Savings,10043.4,06/05/21
510,906,Checking,27217.07,08/03/20
511,1169,Checking,28846.01,08/02/24
512,912,Savings,47606.48,12/10/20
513,1874,Savings,20664.92,04/05/21
514,2969,Savings,41973.36,04/26/22
515,2940,Savings,12108.87,01/24/21
516,2980,Savings,20722.77,08/27/20
517,2141,Savings,23476.1,02/09/21
518,1100,Checking,13901.02,06/24/22
519,3095,Checking,13777.08,01/15/22
520,2693,Checking,39394.87,01/12/22
521,301,Savings,49159.67,07/10/22
522,2444,Savings,21688.87,04/03/20
523,1268,Savings,27086.3,08/13/20
524,1853,Checking,17641.34,02/20/24
525,88,Checking,49016.29,09/26/20
526,1007,Savings,10667.42,07/29/24
527,1935,Checking,21752.2,12/19/23
528,2956,Checking,19076.57,07/16/24
529,490,Checking,32845.95,12/11/23
530,1103,Checking,17655.46,04/13/21
531,1038,Checking,9198.09,05/13/23
532,1280,Checking,11484.1,07/21/22
533,929,Savings,23596.38,10/25/20
534,1419,Checking,33083.81,10/15/23
535,548,Savings,31285.74,08/05/24
536,1524,Savings,2850.18,09/02/24
537,2162,Checking,5445.69,07/26/23
538,530,Checking,6120.04,02/23/24
539,1434,Checking,4221.73,08/21/24
540,359,Savings,26605.22,10/29/20
541,1529,Savings,34610.03,12/20/22
542,356,Savings,18406.58,07/19/21
543,2956,Checking,9828.49,12/17/21
544,1378,Savings,43264,07/08/22
545,2176,Savings,47443.86,03/21/24
546,2913,Savings,38162.84,03/07/20
547,2308,Checking,7190.33,12/24/20
548,1461,Checking,40902.68,06/23/22
549,861,Checking,40899.36,06/12/24
550,2592,Savings,46264.34,12/02/22
551,2718,Savings,22849.33,05/18/21
552,144,Savings,27845.68,09/28/21
553,2370,Checking,16588.55,06/07/24
554,2232,Checking,32737.11,09/06/20
555,1997,Savings,15997.95,07/07/23
556,193,Checking,15533.72,01/25/23
557,2946,Savings,26091.09,09/12/24
558,2207,Savings,42500.49,07/09/21
559,2506,Checking,1568.98,11/01/22
560,807,Savings,25598.78,05/01/23
561,581,Savings,49175.28,11/03/21
562,2686,Savings,13550.05,01/28/23
563,499,Savings,6109.18,03/16/24
564,675,Checking,29340,11/15/20
565,1638,Checking,23338.46,01/25/20
566,2711,Savings,38574.03,07/15/20
567,1934,Checking,32321.13,04/22/24
568,1966,Savings,13794.13,01/18/24
569,3315,Savings,4268.56,05/11/23
570,2870,Savings,13883.43,01/04/22
571,1364,Checking,10056.98,02/12/24
572,187,Checking,40739.28,12/14/20
573,990,Checking,32209.69,06/17/20
574,2374,Checking,38573.83,01/26/23
575,2248,Checking,22156.93,08/09/22
576,1451,Checking,18322.59,08/09/22
577,825,Checking,39562.16,08/05/21
578,1095,Savings,45200.36,07/15/24
579,2297,Savings,48502.32,03/10/22
580,2578,Checking,24166.81,09/12/21
581,908,Checking,42036.66,02/01/22
582,1784,Savings,26331.28,10/19/24
583,2242,Checking,48827.73,07/10/24
584,856,Savings,3882.82,03/07/24
585,761,Savings,34056.81,02/03/22
586,1726,Savings,23340.49,11/22/22
587,2945,Savings,31873.93,10/11/24
588,1079,Checking,9278.27,10/20/20
589,1766,Savings,3603.37,01/23/21
590,1548,Savings,25252.48,07/14/24
591,3070,Savings,44440.11,07/07/21
592,2843,Savings,16726.31,04/12/21
593,1079,Savings,32764.68,06/05/20
594,3182,Savings,3533.14,11/07/20
595,461,Savings,2354.86,04/24/24
596,2974,Checking,34849.93,02/14/20
597,3068,Savings,15281.62,01/09/24
598,1854,Checking,42381,03/30/23
599,1262,Checking,18561.26,03/04/21
600,861,Checking,20119.89,02/02/21
601,2625,Savings,27248.49,07/23/24
602,423,Checking,25325.07,01/17/22
603,1870,Checking,2841.08,09/19/23
604,1308,Checking,8382.99,05/26/24
605,2003,Checking,30179.15,01/10/23
606,861,Checking,37514.22,03/14/24
607,530,Checking,10120.71,02/07/21
608,1334,Checking,7583.06,11/03/22
609,497,Checking,36812.99,07/08/20
610,2591,Savings,10761.94,01/03/23
611,880,Savings,44920.04,06/13/23
612,119,Savings,13241.8,03/29/20
613,2295,Checking,33860.03,03/23/21
614,3122,Checking,9431.51,09/17/23
615,1470,Checking,13252.09,06/28/24
616,458,Checking,9008.08,11/18/24
617,2729,Savings,48502.56,09/16/21
618,2732,Checking,37222.24,01/21/23
619,3178,Checking,43195.2,09/01/21
620,812,Checking,9214.52,11/07/20
621,1063,Checking,43596.54,12/26/23
622,2218,Checking,30301.17,07/22/24
623,2750,Savings,36082.92,05/30/23
624,925,Savings,2026.26,01/06/21
625,260,Checking,47402.29,03/09/24
626,2203,Savings,37468.14,10/14/21
627,619,Savings,11637.01,05/12/22
628,1268,Checking,24005.09,03/26/24
629,2284,Checking,36350.88,03/18/21
630,416,Checking,49009.17,07/02/24
631,2691,Savings,37563.26,11/10/22
632,484,Checking,42764.32,07/07/20
633,624,Savings,41798.73,12/02/20
634,1453,Savings,22039.9,05/17/21
635,2984,Savings,33774.96,02/21/24
636,1160,Checking,34255.34,10/05/20
637,533,Checking,46322.6,07/11/24
638,1367,Checking,26949.56,03/13/23
639,1590,Checking,41593.19,01/17/24
640,165,Checking,21090.56,12/01/21
641,1646,Checking,28135.67,01/28/20
642,2304,Checking,26936.61,11/25/20
643,1625,Savings,35788.96,04/11/24
644,2290,Checking,18043.9,04/19/23
645,2420,Checking,28851.46,12/28/19
646,746,Savings,7969.91,05/31/21
647,2700,Savings,18047.9,04/25/23
648,2250,Savings,36753.53,08/16/20
649,183,Checking,23432.7,04/07/22
650,1650,Savings,9375.21,02/19/23
651,1950,Checking,42722.73,01/22/23
652,538,Checking,35885.41,02/03/24
653,1259,Checking,3938.71,03/24/22
654,1065,Checking,6429.62,09/06/24
655,364,Savings,46405.01,07/23/21
656,1131,Savings,49054.13,05/25/21
657,2846,Savings,19989.56,12/17/19
658,1883,Savings,31955.01,09/10/24
659,3169,Savings,39546.09,05/11/22
660,1742,Checking,34434.13,01/28/24
661,2225,Checking,42812.83,12/18/20
662,1608,Savings,32172.77,08/05/22
663,1328,Checking,8062.86,11/12/23
664,2214,Checking,46876.39,09/12/22
665,2135,Savings,20954.46,10/21/21
666,2777,Checking,32570.27,05/02/22
667,245,Checking,17422.82,11/06/20
668,534,Savings,29428.78,05/17/24
669,2403,Checking,29000.55,06/22/23
670,1539,Checking,28355.65,05/01/21
671,897,Checking,4565.53,12/08/19
672,2980,Savings,21516.59,09/06/21
673,1948,Checking,37432.45,06/08/23
674,2150,Savings,32688,02/03/20
675,2841,Checking,39852.68,01/23/22
676,771,Checking,42142.6,10/12/23
677,369,Savings,36872.13,12/13/20
678,156,Checking,3974.54,05/10/20
679,3224,Checking,44494.15,06/25/23
680,1772,Savings,12509.8,03/31/21
681,2719,Checking,19215.61,01/09/21
682,1870,Savings,11256.13,10/08/23
683,2615,Checking,35394.71,02/28/23
684,906,Savings,27348.64,09/03/22
685,1809,Savings,48156.98,05/03/21
686,1264,Checking,4542.28,04/03/22
687,1706,Checking,14274.79,08/18/22
688,151,Savings,3286.1,12/31/19
689,2022,Checking,13930.35,02/28/20
690,1406,Savings,49197.73,07/29/21
691,2471,Savings,49427.25,10/12/24
692,845,Checking,44408.67,10/24/22
693,2409,Checking,47300.51,12/29/23
694,239,Savings,25724.28,08/12/21
695,588,Savings,40378.44,05/07/21
696,1963,Savings,19209.73,09/01/24
697,3281,Savings,1169.09,04/16/20
698,288,Checking,33093.78,10/06/23
699,1783,Checking,18173.57,09/03/22
700,1168,Checking,5167.12,03/06/21
701,1834,Checking,17856.84,09/11/21
702,969,Checking,14097.72,11/04/24
703,1783,Checking,29208.24,09/20/22
704,3007,Checking,35020.5,08/23/24
705,2043,Savings,18337.41,10/23/23
706,2492,Savings,22375.33,04/07/24
707,1312,Savings,42683.38,07/31/20
708,3062,Savings,26520.91,02/05/24
709,1884,Savings,14632.4,05/19/22
